Year,DS_Dur_WS,DS_Tim,DS_Mag_50,DS_Mag_90,FA_Dur,FA_Mag,FA_Tim,SP_ROC,SP_Dur,SP_Mag,SP_Tim,Wet_BFL_Dur,Wet_BFL_Mag_10,Wet_BFL_Mag_50,Wet_Tim,Peak_Tim_10,Peak_Tim_2,Peak_Tim_5,Peak_Dur_10,Peak_Dur_2,Peak_Dur_5,Peak_10,Peak_2,Peak_5,Peak_Fre_10,Peak_Fre_2,Peak_Fre_5
2006,129,301,54,98.52000000000001,3,87.09867219579698,27,0.061224489795918366,64,5310,237,162,373.1,729,75,NA,217.5,NA,NA,13,NA,8200,3545,5590,NA,2,NA
2007,229,273,52,124.20000000000002,7,102.99594674153646,34,0.05718954248366013,81,886,192,128,136,321,64,NA,NA,NA,NA,NA,NA,8200,3545,5590,NA,NA,NA
2008,210,292,58.95,145.59999999999997,7,97.84387766218896,9,0.05015570727033178,59,2080,233,97,339.8,550,136,NA,NA,NA,NA,NA,NA,8200,3545,5590,NA,NA,NA
2009,166,295,43.1,87,5,83.69194574998235,3,0.05168722786647315,75,1710,220,84,325,590,136,NA,NA,NA,NA,NA,NA,8200,3545,5590,NA,NA,NA
2010,107,315,54.9,293.00000000000006,3,446.9926649395543,13,0.07236363636363635,63,2610,252,157,295.6,656,95,NA,246,NA,NA,1,NA,8200,3545,5590,NA,1,NA
2011,199,324,65.7,206.4000000000002,4,683.9803926184238,23,0.05416666666666667,65,2160,259,203,266.6,762,56,NA,NA,NA,NA,NA,NA,8200,3545,5590,NA,NA,NA
2012,122,288,39.1,60.11000000000001,2,155.982842517686,4,0.06934376453210056,75,1910,213,56,315.5,738,157,NA,NA,NA,NA,NA,NA,8200,3545,5590,NA,NA,NA
2013,234,258,36.45,69.47000000000014,NA,NA,NA,0.04928112877415177,68,1370,190,146,158,305.5,44,NA,62,NA,NA,1,NA,8200,3545,5590,NA,1,NA
2014,132,275,21.35,78.35000000000001,3,82.09988151418257,0,0.05235602094240838,111,1120,164,38,64.12,247.5,126,NA,NA,NA,NA,NA,NA,8200,3545,5590,NA,NA,NA
2015,283,184,38.1,184.8,5,68.98743431131551,14,0.055120460458319975,49,4760,135,94,82.11,341,41,NA,99.5,71,NA,5,1,8200,3545,5590,NA,2,1
2016,92,284,32.75,67.56000000000003,5,527.9722133229698,70,0.06871956318559694,118,3640,166,65,343.6,816,101,NA,159,157,NA,3,1,8200,3545,5590,NA,2,1
2017,163,295,53.9,121.60000000000008,NA,NA,NA,0.05196078431372549,56,1990,239,229,285.8,870,10,131,123,131,1,5,1,8200,3545,5590,1,4,1
2018,183,278,27.1,101.94000000000005,2,139.98832730168664,39,0.05291005291005291,86,2610,192,100,118.9,238.5,92,NA,NA,NA,NA,NA,NA,8200,3545,5590,NA,NA,NA
2019,125,300,44.9,67.06,8,40.105974890174934,3,0.04790419161676647,90,3230,210,115,289.8,744,95,NA,208,NA,NA,3,NA,8200,3545,5590,NA,2,NA
2020,191,294,27.8,65.6,NA,NA,NA,0.04113110539845762,61,815,233,174,107,192.5,59,NA,NA,NA,NA,NA,NA,8200,3545,5590,NA,NA,NA
2021,98,283,18.85,21.63,6,100.94732442447727,48,0.048484848484848526,67,649,216,97,123.6,192,119,NA,NA,NA,NA,NA,NA,8200,3545,5590,NA,NA,NA
2022,155,302,23.5,48.88,NA,NA,NA,0.045714285714285714,81,431,221,206,101.5,228,15,NA,NA,NA,NA,NA,NA,8200,3545,5590,NA,NA,NA
2023,158,299,42.45,64.82000000000001,3,54.09974313191786,37,0.05238095238095238,65,3840,234,143,194.6,397,91,NA,228,NA,NA,5,NA,8200,3545,5590,NA,1,NA
