Year,DS_Dur_WS,DS_Tim,DS_Mag_50,DS_Mag_90,FA_Dur,FA_Mag,FA_Tim,SP_ROC,SP_Dur,SP_Mag,SP_Tim,Wet_BFL_Dur,Wet_BFL_Mag_10,Wet_BFL_Mag_50,Wet_Tim,Peak_Tim_10,Peak_Tim_2,Peak_Tim_5,Peak_Dur_10,Peak_Dur_2,Peak_Dur_5,Peak_10,Peak_2,Peak_5,Peak_Fre_10,Peak_Fre_2,Peak_Fre_5
1989,NA,252,NA,NA,NA,NA,NA,0.07692307692307693,71,93,181,102,17,26.5,79,NA,NA,NA,NA,NA,NA,6854.000000000002,1950,4250,NA,NA,NA
1990,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1991,250,240,0,7.219999999999999,NA,NA,NA,0.06060606060606061,61,1650,179,34,0,86,145,NA,154,NA,NA,1,NA,6854.000000000002,1950,4250,NA,1,NA
1992,208,243,0,0.44600000000000134,NA,NA,NA,0.06222345132743361,65,153,178,54,7.3100000000000005,142,124,NA,NA,NA,NA,NA,NA,6854.000000000002,1950,4250,NA,NA,NA
1993,261,217,0,31,NA,NA,NA,0.056074766355140186,68,1750,149,64,120.60000000000002,482,85,NA,122.5,105,NA,7,1,6854.000000000002,1950,4250,NA,2,1
1994,255,203,0,7.5,NA,NA,NA,0.0625,56,355,147,35,9.780000000000001,39,112,NA,NA,NA,NA,NA,NA,6854.000000000002,1950,4250,NA,NA,NA
1995,204,275,0.175,13,NA,NA,NA,0.04666666666666667,97,1340,178,86,87,304.5,92,160,144,160,2,7,2,6854.000000000002,1950,4250,1,4,1
1996,212,220,0,38,9,198.96551706420593,73,0.054945054945054944,60,1030,160,47,113.2,491,113,NA,134.5,NA,NA,2,NA,6854.000000000002,1950,4250,NA,2,NA
1997,281,177,0,53,3,118.02813486934096,53,0.04115853658536585,56,4530,121,55,113.60000000000001,495,66,NA,104,104.5,NA,8,3,6854.000000000002,1950,4250,NA,4,2
1998,188,285,8.899999999999999,24,2,457.99570402134503,66,0.03759451628860151,137,2360,148,56,67.5,449,92,127,128,127,2,10,3,6854.000000000002,1950,4250,2,3,2
1999,204,268,0,0,14,14.035808265069491,44,0.058823529411764705,70,228,198,91,47,71,107,NA,NA,NA,NA,NA,NA,6854.000000000002,1950,4250,NA,NA,NA
2000,271,193,0,38,NA,NA,NA,0.05077319587628866,29,547,164,58,52.800000000000004,391.5,106,NA,136,NA,NA,1,NA,6854.000000000002,1950,4250,NA,1,NA
2001,234,186,0,53.10000000000005,NA,NA,NA,0.05737704918032787,26,1430,160,62,49.1,138.5,98,NA,155,NA,NA,1,NA,6854.000000000002,1950,4250,NA,1,NA
2002,195,237,0,9.344,NA,NA,NA,0.047619047619047596,139,634,98,44,14.789999999999994,85.25,54,NA,NA,NA,NA,NA,NA,6854.000000000002,1950,4250,NA,NA,NA
2003,173,274,0,0,2,649.8985809202798,39,0.04840613931523024,54,97.6,220,154,42.57,77,66,NA,NA,NA,NA,NA,NA,6854.000000000002,1950,4250,NA,NA,NA
2004,209,221,0,0,NA,NA,NA,0.05882352941176466,68,699,153,72,31.1,53.5,81,NA,NA,NA,NA,NA,NA,6854.000000000002,1950,4250,NA,NA,NA
2005,198,243,0,21.50000000000001,NA,NA,NA,0.04184173669467788,66,1740,177,113,50.160000000000004,270,64,NA,135.5,NA,NA,7,NA,6854.000000000002,1950,4250,NA,4,NA
2006,218,228,0,46.39000000000003,NA,NA,NA,0.056338028169014086,38,2470,190,115,51.38,141,75,NA,138.5,93,NA,4,1,6854.000000000002,1950,4250,NA,2,1
2007,211,243,0,0,7,8.674674712156875,73,0.11578826413359891,34,14.4,209,129,8.89,13.4,80,NA,NA,NA,NA,NA,NA,6854.000000000002,1950,4250,NA,NA,NA
2008,255,233,0,1.885999999999999,NA,NA,NA,0.03660886319845855,82,1430,151,63,0.0020000000000000018,122,88,NA,NA,NA,NA,NA,NA,6854.000000000002,1950,4250,NA,NA,NA
2009,163,211,0,12.540000000000008,NA,NA,NA,0.052631578947368446,52,606,159,37,5.286,133,122,NA,NA,NA,NA,NA,NA,6854.000000000002,1950,4250,NA,NA,NA
2010,183,258,0,8.946000000000009,NA,NA,NA,0.03856584379015287,60,302,198,190,14.49,124,8,NA,111,NA,NA,3,NA,6854.000000000002,1950,4250,NA,1,NA
2011,172,293,1.005,12.2,NA,NA,NA,0.04164594887486457,114,4100,179,104,51.28,201.5,75,NA,158,NA,NA,5,NA,6854.000000000002,1950,4250,NA,4,NA
2012,159,261,0,0,9,19.390625716174924,52,0.0733040342573811,60,134,201,102,10.82,21.85,99,NA,NA,NA,NA,NA,NA,6854.000000000002,1950,4250,NA,NA,NA
2013,NA,144,NA,NA,NA,NA,NA,0.031954291150422434,55,700,89,35,0,54.6,54,NA,84,NA,NA,1,NA,6854.000000000002,1950,4250,NA,1,NA
2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015,286,185,0,2.285,NA,NA,NA,0.04647465437788022,49,336,136,67,7.592000000000004,19.7,69,NA,NA,NA,NA,NA,NA,6854.000000000002,1950,4250,NA,NA,NA
2016,214,241,0,0,NA,NA,NA,0.051111111111111045,72,626,169,64,22.89,36.4,105,NA,NA,NA,NA,NA,NA,6854.000000000002,1950,4250,NA,NA,NA
2017,264,247,0,10.640000000000002,NA,NA,NA,0.041675772807848246,54,379,193,104,203.2,479,89,NA,126.5,102,NA,10,3,6854.000000000002,1950,4250,NA,6,3
2018,231,229,0,1.85,NA,NA,NA,0.04952380952380955,52,1330,177,32,6.953,80.80000000000001,145,NA,NA,NA,NA,NA,NA,6854.000000000002,1950,4250,NA,NA,NA
2019,203,216,0,48.48000000000002,NA,NA,NA,0.03571428571428571,55,841,161,67,117,439,94,NA,125,NA,NA,5,NA,6854.000000000002,1950,4250,NA,3,NA
2020,212,261,0,0,NA,NA,NA,0.05757196495619535,67,233,194,141,27,59.4,53,NA,NA,NA,NA,NA,NA,6854.000000000002,1950,4250,NA,NA,NA
2021,207,228,0,0,NA,NA,NA,0.03961844151767237,105,3710,123,16,0,0,107,NA,119,NA,NA,1,NA,6854.000000000002,1950,4250,NA,1,NA
2022,295,138,0,17.580000000000005,NA,NA,NA,0.038321167883211577,48,1240,90,21,0,152,69,NA,NA,NA,NA,NA,NA,6854.000000000002,1950,4250,NA,NA,NA
2023,203,230,0,55.18000000000001,NA,NA,NA,0.05131117076192443,54,2700,176,109,77.32000000000001,322,67,NA,160,130,NA,12,2,6854.000000000002,1950,4250,NA,5,2
