Year,DS_Dur_WS,DS_Tim,DS_Mag_50,DS_Mag_90,FA_Dur,FA_Mag,FA_Tim,SP_ROC,SP_Dur,SP_Mag,SP_Tim,Wet_BFL_Dur,Wet_BFL_Mag_10,Wet_BFL_Mag_50,Wet_Tim,Peak_Tim_10,Peak_Tim_2,Peak_Tim_5,Peak_Dur_10,Peak_Dur_2,Peak_Dur_5,Peak_10,Peak_2,Peak_5,Peak_Fre_10,Peak_Fre_2,Peak_Fre_5
1930,150,257,0,0,NA,NA,NA,0.20000000000000004,34,38,223,129,0.7800000000000001,5.5,94,NA,NA,NA,NA,NA,NA,758.2000000000002,131,401.80000000000007,NA,NA,NA
1931,211,233,0,2.8,6,5.527134438831908,9,0.4954545454545455,21,56,212,171,0.2,2.6,41,NA,NA,NA,NA,NA,NA,758.2000000000002,131,401.80000000000007,NA,NA,NA
1932,178,251,0,0,6,3.866195003793318,17,0.10172413793103446,112,63,139,61,4.6,7,78,NA,130,NA,NA,3,NA,758.2000000000002,131,401.80000000000007,NA,1,NA
1933,179,251,0,0,NA,NA,NA,0.2222222222222223,126,32,125,62,0.2200000000000001,4.2,63,NA,NA,NA,NA,NA,NA,758.2000000000002,131,401.80000000000007,NA,NA,NA
1934,256,174,0,0.1,NA,NA,NA,0.1250000000000001,78,245,96,32,0,2.3,64,NA,91,NA,NA,2,NA,758.2000000000002,131,401.80000000000007,NA,1,NA
1935,237,245,0,0.1,6,36.75300960644888,17,0.19871794871794873,30,24,215,151,2,12,64,NA,NA,NA,NA,NA,NA,758.2000000000002,131,401.80000000000007,NA,NA,NA
1936,212,225,0,0.1,NA,NA,NA,0.16145833333333331,83,79,142,26,0,8.25,116,NA,124,NA,NA,1,NA,758.2000000000002,131,401.80000000000007,NA,1,NA
1937,223,277,0,7.5,1,4.942495991002906,28,0.0625,101,98,176,105,5.36,36,71,NA,136,NA,NA,9,NA,758.2000000000002,131,401.80000000000007,NA,5,NA
1938,158,276,0.2,1.1,7,19.99563767823007,72,0.08333333333333333,109,491,167,33,10.2,72,134,152,156,157.5,1,14,3,758.2000000000002,131,401.80000000000007,1,2,2
1939,224,231,0.1,0.9700000000000017,5,5.5978212056117815,14,0.07692307692307693,43,39,188,120,4.87,10,68,NA,NA,NA,NA,NA,NA,758.2000000000002,131,401.80000000000007,NA,NA,NA
1940,228,249,0.04,6.650000000000006,3,2.895233798686434,2,0.125,59,30,190,101,3.4,8.5,89,NA,99,NA,NA,1,NA,758.2000000000002,131,401.80000000000007,NA,1,NA
1941,95,284,0.07,0.4,4,13.042122839555269,25,0.08032258064516132,88,105,196,85,5.7,53,111,NA,151,142,NA,10,2,758.2000000000002,131,401.80000000000007,NA,5,1
1942,219,251,0.03,1.3,NA,NA,NA,0.34615384615384615,38,14,213,200,0.5,6.25,13,NA,NA,NA,NA,NA,NA,758.2000000000002,131,401.80000000000007,NA,NA,NA
1943,168,264,0.2,0.7,7,2.0760887400866896,27,0.08514492753623187,105,547,159,55,0.2,18,104,NA,144,134,NA,8,3,758.2000000000002,131,401.80000000000007,NA,3,2
1944,154,242,0.15000000000000002,2.7,6,5.499035962519021,17,0.08333333333333333,85,65,157,91,2.3,9,66,NA,144,NA,NA,1,NA,758.2000000000002,131,401.80000000000007,NA,1,NA
1945,163,272,0.1,0.2,NA,NA,NA,0.06781609195402294,95,52,177,147,1.6,6.6,30,NA,124,NA,NA,5,NA,758.2000000000002,131,401.80000000000007,NA,3,NA
1946,139,250,0,0.1,NA,NA,NA,0.12250000000000005,62,43,188,119,1.4,3.7,69,NA,131,NA,NA,4,NA,758.2000000000002,131,401.80000000000007,NA,2,NA
1947,253,171,0.1,0.6,3,4.873533512359453,0,0.08333333333333333,77,32,94,71,0.4,8.8,23,NA,NA,NA,NA,NA,NA,758.2000000000002,131,401.80000000000007,NA,NA,NA
1948,192,229,0.02,0.2,NA,NA,NA,0.16666666666666663,38,27,191,133,0.1,0.5,58,NA,NA,NA,NA,NA,NA,758.2000000000002,131,401.80000000000007,NA,NA,NA
1949,179,256,0.01,0.4200000000000017,10,1.3886019468646633,30,0.20000000000000004,74,17,182,127,0.1,7.3,55,NA,NA,NA,NA,NA,NA,758.2000000000002,131,401.80000000000007,NA,NA,NA
1950,182,217,0.01,0.08,5,29.911267873068628,40,0.17647058823529416,83,34,134,65,0.2,5.7,69,NA,NA,NA,NA,NA,NA,758.2000000000002,131,401.80000000000007,NA,NA,NA
1951,181,262,0,2.7,NA,NA,NA,0.5862068965517241,47,12,215,182,0,0.1,33,NA,NA,NA,NA,NA,NA,758.2000000000002,131,401.80000000000007,NA,NA,NA
1952,132,271,0,0.1,8,4.536098499160839,24,0.07275132275132282,96,60,175,98,3.3400000000000016,12,77,NA,137,107,NA,4,1,758.2000000000002,131,401.80000000000007,NA,4,1
1953,222,243,0,0.2,NA,NA,NA,0.3916666666666666,69,21,174,137,0.5,4.8,37,NA,NA,NA,NA,NA,NA,758.2000000000002,131,401.80000000000007,NA,NA,NA
1954,172,230,0,0.5,15,2.303450898182356,45,0.09090909090909091,46,101,184,85,1.4800000000000002,8.5,99,NA,143.5,NA,NA,4,NA,758.2000000000002,131,401.80000000000007,NA,2,NA
1955,226,245,0,2.2,NA,NA,NA,0.33333333333333326,89,14,156,120,0.2,3.05,36,NA,NA,NA,NA,NA,NA,758.2000000000002,131,401.80000000000007,NA,NA,NA
1956,213,243,0,0.1,17,1.2363822972011902,51,0.2765151515151515,121,352,122,17,0.16000000000000003,0.2,105,NA,117,NA,NA,2,NA,758.2000000000002,131,401.80000000000007,NA,1,NA
1957,200,272,0.2,9.459999999999997,NA,NA,NA,0.26296296296296295,38,133,234,144,0.3,7.3,90,NA,167,NA,NA,2,NA,758.2000000000002,131,401.80000000000007,NA,2,NA
1958,210,245,0.2,4.429999999999999,5,9.99193657841445,10,0.07167308515190415,57,541,188,82,5.22,30,106,NA,166,155,NA,14,2,758.2000000000002,131,401.80000000000007,NA,5,2
1959,261,180,0.1,1.9,5,2.0928212274720863,41,0.08477611940298516,37,62,143,54,0.53,2.75,89,NA,NA,NA,NA,NA,NA,758.2000000000002,131,401.80000000000007,NA,NA,NA
1960,133,255,0,0.1,11,1.4688490004944728,33,0.15789473684210517,99,22,156,81,0.8,5.3,75,NA,NA,NA,NA,NA,NA,758.2000000000002,131,401.80000000000007,NA,NA,NA
1961,168,251,0,0.1,NA,NA,NA,0.5,209,6.1,42,20,0,0,22,NA,NA,NA,NA,NA,NA,758.2000000000002,131,401.80000000000007,NA,NA,NA
1962,274,212,0,0.1,17,5.634798629143649,50,0.09090909090909091,66,57,146,93,0.3,3.2,53,NA,NA,NA,NA,NA,NA,758.2000000000002,131,401.80000000000007,NA,NA,NA
1963,172,237,0,0.29000000000000054,NA,NA,NA,0.3125,31,14,206,86,0.15000000000000002,2.2,120,NA,NA,NA,NA,NA,NA,758.2000000000002,131,401.80000000000007,NA,NA,NA
1964,313,211,0.1,1.9,6,3.5160993616859413,17,0.17424242424242425,23,33,188,145,0.2,0.4,43,NA,NA,NA,NA,NA,NA,758.2000000000002,131,401.80000000000007,NA,NA,NA
1965,177,229,0.1,0.24000000000000057,2,2.106950876468994,40,0.17269736842105263,33,34,196,38,0.61,3.4000000000000004,158,NA,NA,NA,NA,NA,NA,758.2000000000002,131,401.80000000000007,NA,NA,NA
1966,232,187,0.2,0.8800000000000011,NA,NA,NA,0.08,90,197,97,57,1.8400000000000012,14,40,NA,70.5,53,NA,9,1,758.2000000000002,131,401.80000000000007,NA,2,1
1967,94,302,1.4,2.8,NA,NA,NA,0.05771365149833518,92,77,210,157,4.82,13,53,66,134,65,1,5,2,758.2000000000002,131,401.80000000000007,1,2,1
1968,185,283,0.12,1.4199999999999988,NA,NA,NA,0.0714285714285715,116,9.1,167,137,1.3,7.2,30,NA,NA,NA,NA,NA,NA,758.2000000000002,131,401.80000000000007,NA,NA,NA
1969,187,207,3.7,24,14,1.3270717342703298,46,0.04981397271599835,54,2220,153,51,5.4,76,102,131,130,131,8,33,11,758.2000000000002,131,401.80000000000007,2,4,2
1970,227,190,0.22,1.9,NA,NA,NA,0.08893280632411062,31,37,159,131,0.78,4.8,28,NA,NA,NA,NA,NA,NA,758.2000000000002,131,401.80000000000007,NA,NA,NA
1971,152,284,0.06,2.5900000000000007,NA,NA,NA,0.10909090909090903,194,54,90,39,0.26,9.9,51,NA,NA,NA,NA,NA,NA,758.2000000000002,131,401.80000000000007,NA,NA,NA
1972,339,129,0.65,3,1,7.994363995773754,22,0.06896551724137923,39,95,90,20,0.1,2.9,70,NA,84,NA,NA,2,NA,758.2000000000002,131,401.80000000000007,NA,1,NA
1973,169,279,0.6,2.6,10,6.492580781124928,18,0.07692307692307689,111,50,168,66,5.2,14,102,NA,133,NA,NA,1,NA,758.2000000000002,131,401.80000000000007,NA,1,NA
1974,146,276,0.05,1.6,5,2.7185577082443007,7,0.07535691109669043,112,22,164,82,2.51,7.300000000000001,82,NA,NA,NA,NA,NA,NA,758.2000000000002,131,401.80000000000007,NA,NA,NA
1975,230,255,0.24,2.2,9,12.937142537581945,27,0.07692307692307698,53,16,202,146,1,3.3499999999999996,56,NA,NA,NA,NA,NA,NA,758.2000000000002,131,401.80000000000007,NA,NA,NA
1976,NA,285,NA,NA,2,2.1789113530152204,30,NA,NA,91,346,227,0.08,1.3,119,NA,NA,NA,NA,NA,NA,758.2000000000002,131,401.80000000000007,NA,NA,NA
1977,175,287,0.29,1.8,4,5.775971939141602,1,0.1203448275862069,48,15,239,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,758.2000000000002,131,401.80000000000007,NA,NA,NA
1978,149,269,4,8.960000000000004,4,1.732845001257584,19,0.05,111,829,158,62,12,38.5,96,143,131,141,2,15,7,758.2000000000002,131,401.80000000000007,2,3,2
1979,183,280,3.2,4.5,5,12.938245557240872,33,0.05555555555555555,89,104,191,139,10,19,52,NA,177,NA,NA,2,NA,758.2000000000002,131,401.80000000000007,NA,1,NA
1980,193,209,8.9,32,9,47.986898626732405,19,0.025978407557354925,52,501,157,60,5.180000000000001,35,97,129,136,147.5,3,30,12,758.2000000000002,131,401.80000000000007,2,3,4
1981,199,272,1.5,4,NA,NA,NA,0.10582750582750579,69,14,203,167,4.86,6.6,36,NA,NA,NA,NA,NA,NA,758.2000000000002,131,401.80000000000007,NA,NA,NA
1982,222,250,1,9.09,4,4.782246921003907,10,0.0740740740740741,64,115,186,81,5.3,11,105,NA,167,NA,NA,1,NA,758.2000000000002,131,401.80000000000007,NA,1,NA
1983,NA,341,NA,NA,3,9.507881729799433,25,0.045454545454545456,127,105,214,108,17,49,106,NA,133.5,NA,NA,7,NA,758.2000000000002,131,401.80000000000007,NA,2,NA
1984,125,275,0.94,1.7,3,49.999362497785725,0,0.07142857142857138,183,47,92,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,758.2000000000002,131,401.80000000000007,NA,NA,NA
1985,140,272,0.20500000000000002,1.9,3,2.778866757892214,16,0.07597961134119141,88,17,184,150,3.48,6.6,34,NA,NA,NA,NA,NA,NA,758.2000000000002,131,401.80000000000007,NA,NA,NA
1986,125,269,0.44,1.9600000000000009,2,2.307723390167432,7,0.07142857142857142,99,87,170,124,3,5.35,46,NA,137,NA,NA,1,NA,758.2000000000002,131,401.80000000000007,NA,1,NA
1987,93,276,0.16,0.35799999999999993,3,2.616617173629627,1,0.08888888888888896,87,25,189,161,2.2,3.7,28,NA,NA,NA,NA,NA,NA,758.2000000000002,131,401.80000000000007,NA,NA,NA
1988,132,293,0.185,1.4900000000000007,NA,NA,NA,0.10526315789473682,85,16,208,205,2.1,4.1,3,NA,NA,NA,NA,NA,NA,758.2000000000002,131,401.80000000000007,NA,NA,NA
1989,197,199,0.19,0.9520000000000002,8,5.8613698426909435,44,0.061224489795918505,63,29,136,77,2.56,6,59,NA,NA,NA,NA,NA,NA,758.2000000000002,131,401.80000000000007,NA,NA,NA
1990,299,208,0.15,0.77,4,1.6760231338351703,22,0.08823529411764701,62,11,146,116,0.7250000000000001,1.55,30,NA,NA,NA,NA,NA,NA,758.2000000000002,131,401.80000000000007,NA,NA,NA
1991,177,272,0.22,1.4,9,1.166602167598017,50,0.06250000000000006,90,70,182,41,0.2,15,141,NA,151,NA,NA,1,NA,758.2000000000002,131,401.80000000000007,NA,1,NA
1992,229,222,1.8,5,8,1.7963684922109033,26,0.06458333333333333,40,62,182,99,2.3,9,83,NA,134,NA,NA,1,NA,758.2000000000002,131,401.80000000000007,NA,1,NA
1993,153,224,8.1,19,3,8.197052150175452,29,0.043478260869565216,77,301,147,62,18.200000000000003,88.5,85,103,122.5,107,2,27,6,758.2000000000002,131,401.80000000000007,2,4,3
1994,145,310,1.5,4.3,NA,NA,NA,0.06091527520098958,131,19,179,168,5.37,6.7,11,NA,NA,NA,NA,NA,NA,758.2000000000002,131,401.80000000000007,NA,NA,NA
1995,228,243,4.2,9.030000000000001,5,6.1644573918460175,4,0.0625,78,449,165,76,15,32.5,89,NA,148.5,158,NA,10,3,758.2000000000002,131,401.80000000000007,NA,4,2
1996,210,221,0.785,4.1,4,8.918171491047081,74,0.061249999999999985,61,144,160,55,5.88,7.9,105,NA,149,NA,NA,3,NA,758.2000000000002,131,401.80000000000007,NA,2,NA
1997,307,174,2.2,7.640000000000003,6,5.29461421075658,29,0.067816091954023,53,634,121,56,5.8,20,65,NA,105.5,117,NA,3,1,758.2000000000002,131,401.80000000000007,NA,2,1
1998,102,312,3.8,4.7,3,49.95538785602806,6,0.038867924528301886,81,76,231,116,16,41.5,115,NA,144,145,NA,7,2,758.2000000000002,131,401.80000000000007,NA,3,1
1999,171,316,0.97,2.7,NA,NA,NA,0.06666666666666672,119,18,197,149,3.38,6,48,NA,NA,NA,NA,NA,NA,758.2000000000002,131,401.80000000000007,NA,NA,NA
2000,188,273,0.195,1.3,16,2.724029420608661,74,0.05848153214774274,110,53,163,42,2.8,7.550000000000001,121,NA,NA,NA,NA,NA,NA,758.2000000000002,131,401.80000000000007,NA,NA,NA
2001,141,259,0.09,0.13,NA,NA,NA,0.06896551724137923,95,21,164,69,2.6000000000000005,4.3,95,NA,NA,NA,NA,NA,NA,758.2000000000002,131,401.80000000000007,NA,NA,NA
2002,108,289,0.1,0.26299999999999996,NA,NA,NA,0.0833333333333333,106,2.55,183,149,0.24,1.7,34,NA,NA,NA,NA,NA,NA,758.2000000000002,131,401.80000000000007,NA,NA,NA
2003,149,289,0.37,1.5200000000000018,NA,NA,NA,0.05970029521242457,86,23.3,203,172,1.77,4.025,31,NA,166,NA,NA,1,NA,758.2000000000002,131,401.80000000000007,NA,1,NA
2004,240,210,1.7,7.8199999999999985,7,6.389762374850543,46,0.07843137254901951,57,33,153,81,1.7,3.5,72,NA,85,85,NA,1,1,758.2000000000002,131,401.80000000000007,NA,1,1
2005,282,230,7.05,14,6,249.91817008615595,19,0.0625,124,1600,106,22,4.73,61.5,84,100,116.5,121,3,20,6,758.2000000000002,131,401.80000000000007,1,6,2
2006,NA,278,NA,NA,NA,NA,NA,0.046536796536796536,87,140,191,45,15.4,26,146,NA,167.5,NA,NA,4,NA,758.2000000000002,131,401.80000000000007,NA,2,NA
2007,132,310,2.0549999999999997,3.4660000000000015,NA,NA,NA,0.029126213592233035,157,15,153,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,758.2000000000002,131,401.80000000000007,NA,NA,NA
2008,222,212,2.25,5.29,5,14.29787047928616,60,0.037974683544303736,82,75.8,130,54,4.001,10.01,76,NA,107.5,NA,NA,2,NA,758.2000000000002,131,401.80000000000007,NA,2,NA
2009,196,233,1.49,3.225,4,5.06531366964138,57,0.03571428571428571,91,68.2,142,74,4.2620000000000005,6.295,68,NA,NA,NA,NA,NA,NA,758.2000000000002,131,401.80000000000007,NA,NA,NA
2010,133,302,2.46,4.74,NA,NA,NA,0.04182517818881448,170,307,132,69,3.446,4.09,63,NA,120,NA,NA,2,NA,758.2000000000002,131,401.80000000000007,NA,2,NA
2011,115,277,5.43,7.8420000000000005,NA,NA,NA,0.03661062378167643,190,500,87,18,5.808000000000001,12.5,69,82,79,80,1,8,4,758.2000000000002,131,401.80000000000007,1,1,1
2012,93,301,1.03,1.9799999999999998,3,16.02795731184232,4,0.05182471438375513,101,28,200,174,4.228,6.025,26,NA,NA,NA,NA,NA,NA,758.2000000000002,131,401.80000000000007,NA,NA,NA
2013,127,281,0.5,1.014,10,2.9328039679528324,11,0.07499999999999989,56,6.64,225,197,2.152,3.81,28,NA,NA,NA,NA,NA,NA,758.2000000000002,131,401.80000000000007,NA,NA,NA
2014,195,218,0.21,0.7,3,2.812625813671282,9,0.0866666666666666,63,48.6,155,113,1.576,2.22,42,NA,NA,NA,NA,NA,NA,758.2000000000002,131,401.80000000000007,NA,NA,NA
2015,105,325,0.55,1.6780000000000006,2,2.2812735590369417,31,0.1244979919678715,176,19.3,149,102,1.052,2.825,47,NA,NA,NA,NA,NA,NA,758.2000000000002,131,401.80000000000007,NA,NA,NA
2016,166,271,0.095,1.0350000000000001,8,3.0876341717865277,3,0.06611684801441538,167,15.3,104,40,0.893,1.2850000000000001,64,NA,NA,NA,NA,NA,NA,758.2000000000002,131,401.80000000000007,NA,NA,NA
2017,173,246,0.09,0.7240000000000003,10,2.735807085157843,51,0.05029013539651833,128,191,118,47,2.3560000000000008,13.2,71,NA,112.5,NA,NA,2,NA,758.2000000000002,131,401.80000000000007,NA,2,NA
2018,196,271,0.05,2.36,NA,NA,NA,0.1043927648578811,94,20.6,177,124,1.618,2.505,53,NA,NA,NA,NA,NA,NA,758.2000000000002,131,401.80000000000007,NA,NA,NA
2019,229,295,2.01,4.948000000000001,2,12.324955386156718,59,0.05298942843356587,153,145,142,41,3.96,10.5,101,136,126,136,1,6,1,758.2000000000002,131,401.80000000000007,1,3,1
2020,140,242,0.635,4.547000000000001,4,12.177792866102815,58,0.05759803921568624,46,108,196,38,5.252,12,158,NA,NA,NA,NA,NA,NA,758.2000000000002,131,401.80000000000007,NA,NA,NA
2021,161,270,0.05,0.93,NA,NA,NA,0.1411764705882353,100,12.1,170,154,1.366,2.58,16,NA,NA,NA,NA,NA,NA,758.2000000000002,131,401.80000000000007,NA,NA,NA
2022,327,127,1.18,3.73,4,7.56237873932854,25,0.0528746809286496,39,311,88,23,1.004,42.3,65,NA,84,NA,NA,1,NA,758.2000000000002,131,401.80000000000007,NA,1,NA
2023,110,344,1.835,4.421,2,39.77669665983371,38,0.03267973856209139,168,234,176,88,7.742,29.9,88,NA,161,NA,NA,12,NA,758.2000000000002,131,401.80000000000007,NA,4,NA
