Year,DS_Dur_WS,DS_Tim,DS_Mag_50,DS_Mag_90,FA_Dur,FA_Mag,FA_Tim,SP_ROC,SP_Dur,SP_Mag,SP_Tim,Wet_BFL_Dur,Wet_BFL_Mag_10,Wet_BFL_Mag_50,Wet_Tim,Peak_Tim_10,Peak_Tim_2,Peak_Tim_5,Peak_Dur_10,Peak_Dur_2,Peak_Dur_5,Peak_10,Peak_2,Peak_5,Peak_Fre_10,Peak_Fre_2,Peak_Fre_5
1978,217,326,72,223.80000000000004,2,91.98093163286846,75,0.08,71,3570,255,61,391,1420,194,NA,233,NA,NA,21,NA,4310,2330,3610,NA,3,NA
1979,216,326,67,253.5,NA,NA,NA,0.078125,84,2790,242,65,203.6,625,177,NA,233,NA,NA,10,NA,4310,2330,3610,NA,2,NA
1980,190,338,26,80.19999999999999,4,187.97091269766761,19,0.08270676691729323,59,2600,279,103,230.20000000000002,1160,176,NA,260,NA,NA,13,NA,4310,2330,3610,NA,3,NA
1981,232,308,98,300.9,7,54.97940373194657,64,0.07607215793056502,63,1630,245,83,102.80000000000001,569,162,NA,NA,NA,NA,NA,NA,4310,2330,3610,NA,NA,NA
1982,250,320,190,286.4,2,712.9699654476724,44,0.07407407407407407,57,2460,263,89,221,1520,174,NA,265,NA,NA,14,NA,4310,2330,3610,NA,6,NA
1983,163,353,189,347.0000000000001,6,1389.8735781196403,25,0.10775033547310775,71,3920,282,78,307.5,2985,204,239,259,265,3,51,15,4310,2330,3610,1,2,4
1984,187,342,75,119,5,338.99999654772665,1,0.06832298136645963,102,2390,240,90,229.2,485,150,NA,230,NA,NA,4,NA,4310,2330,3610,NA,2,NA
1985,197,290,64,134,4,134.99209192276322,43,0.05333333333333334,36,854,254,91,132,656,163,NA,NA,NA,NA,NA,NA,4310,2330,3610,NA,NA,NA
1986,198,337,18,60,3,140.9898330239034,7,0.059964726631393295,90,3700,247,126,170,590,121,NA,233.5,243,NA,13,1,4310,2330,3610,NA,2,1
1987,192,302,54.5,108.9,5,50.995798371133155,1,0.07931206380857428,77,1230,225,56,71.5,492,169,NA,NA,NA,NA,NA,NA,4310,2330,3610,NA,NA,NA
1988,177,323,24,46.400000000000006,2,350.990854915839,28,0.0944055944055944,86,1080,237,109,116.6,302,128,NA,NA,NA,NA,NA,NA,4310,2330,3610,NA,NA,NA
1989,195,307,39,90.79999999999998,2,46.96168028880735,53,0.07965682230655008,53,1080,254,120,104.6,503,134,NA,NA,NA,NA,NA,NA,4310,2330,3610,NA,NA,NA
1990,202,334,6.15,11,6,188.0005702473153,0,0.08333333333333333,79,681,255,119,74.4,381,136,NA,NA,NA,NA,NA,NA,4310,2330,3610,NA,NA,NA
1991,212,321,35.5,106.9,NA,NA,NA,0.08799274120375039,70,1960,251,81,79,382,170,NA,NA,NA,NA,NA,NA,4310,2330,3610,NA,NA,NA
1992,174,339,42.5,151.70000000000002,4,82.96437717323322,25,0.09090909090909091,115,1250,224,57,116.4,502,167,NA,NA,NA,NA,NA,NA,4310,2330,3610,NA,NA,NA
1993,149,353,17,24,3,73.9859701395062,29,0.06923076923076923,87,2490,266,119,212.8,935,147,NA,252,NA,NA,13,NA,4310,2330,3610,NA,4,NA
1994,242,316,103,382,NA,NA,NA,0.05525030525030525,70,1580,246,110,47.400000000000006,245.5,136,NA,NA,NA,NA,NA,NA,4310,2330,3610,NA,NA,NA
1995,156,365,65.5,328.5,2,482.97985257060736,36,0.07216494845360824,80,4780,285,93,553.6,1830,192,281,253,270,1,36,6,4310,2330,3610,1,5,3
1996,91,343,30,208,2,352.9767058060808,72,0.06458333333333333,88,2160,255,100,328.8,796,155,228,227,228,1,2,1,4310,2330,3610,1,1,1
1997,224,331,42,198.30000000000015,2,461.99002092618514,48,0.08374384236453201,85,2200,246,178,193.7,402.5,68,93,225,93,2,5,2,4310,2330,3610,1,3,1
1998,217,331,85,187.20000000000002,NA,NA,NA,0.08173402890234951,56,3090,275,86,212,1105,189,NA,252.5,258,NA,28,1,4310,2330,3610,NA,2,1
1999,202,318,24,87.70000000000002,4,121.9993619153546,61,0.0807509427775045,57,1650,261,79,163.6,921,182,NA,234,NA,NA,4,NA,4310,2330,3610,NA,1,NA
2000,193,323,18,45.80000000000001,NA,NA,NA,0.08476052249637156,60,1610,263,109,160.60000000000002,743,154,NA,237,NA,NA,3,NA,4310,2330,3610,NA,2,NA
2001,257,274,62,166.4,NA,NA,NA,0.08333333333333333,42,1960,232,82,79.1,382.5,150,NA,NA,NA,NA,NA,NA,4310,2330,3610,NA,NA,NA
2002,246,312,65.8,243.5,2,176.96347862795417,52,0.06822318734132754,65,2000,247,82,157.2,825,165,NA,NA,NA,NA,NA,NA,4310,2330,3610,NA,NA,NA
2003,209,289,44.9,131.00000000000017,3,771.835068991992,38,0.07311712995961037,43,3230,246,54,323.3,429,192,NA,234,239,NA,14,3,4310,2330,3610,NA,1,1
2004,231,313,90.8,204,2,146.9895817198042,66,0.08326017307626529,91,1300,222,90,104,530,132,NA,NA,NA,NA,NA,NA,4310,2330,3610,NA,NA,NA
2005,197,341,84.9,259.80000000000007,2,121.9996917663847,33,0.07360393972523349,80,2830,261,83,349.20000000000005,1130,178,227,241,232,1,25,4,4310,2330,3610,1,2,2
2006,154,332,27.75,55.21000000000002,5,303.96317881303645,62,0.06060606060606061,67,2520,265,93,220.60000000000002,1890,172,NA,254,230,NA,35,2,4310,2330,3610,NA,6,1
2007,207,292,11.5,47.04,6,70.55308007896026,44,0.05724508050089438,60,1010,232,112,53.310000000000024,304.5,120,NA,NA,NA,NA,NA,NA,4310,2330,3610,NA,NA,NA
2008,203,318,54.6,163.8,NA,NA,NA,0.07838812348371876,84,2440,234,101,88.1,292,133,NA,229,NA,NA,3,NA,4310,2330,3610,NA,1,NA
2009,231,318,47.6,165,3,593.8760432199224,32,0.08450416137678093,86,2440,232,77,173.8,581,155,NA,228,NA,NA,2,NA,4310,2330,3610,NA,1,NA
2010,193,327,178,263.80000000000007,3,461.8050178572205,13,0.07736389684813753,66,2120,261,78,289.7,814,183,NA,246,248,NA,7,2,4310,2330,3610,NA,1,1
2011,178,340,40.05,127.60000000000002,2,2709.6355833807165,24,0.08529746115953013,71,3820,269,115,250.4,940,154,NA,253,264,NA,30,2,4310,2330,3610,NA,5,1
2012,210,301,41.2,117,3,165.00448037435888,5,0.0737953696039331,72,1290,229,77,83.39999999999999,220,152,NA,NA,NA,NA,NA,NA,4310,2330,3610,NA,NA,NA
2013,171,313,11.5,17,3,128.9300630313404,60,0.08504542278127186,84,1260,229,84,121.5,372.5,145,NA,NA,NA,NA,NA,NA,4310,2330,3610,NA,NA,NA
2014,196,282,12.95,45.8,NA,NA,NA,0.0658539731682147,41,987,241,123,35.58000000000001,173,118,NA,NA,NA,NA,NA,NA,4310,2330,3610,NA,NA,NA
2015,139,333,53.1,105,3,22.85662344034489,53,0.09941520467836262,76,369,257,145,33.42,161,112,NA,NA,NA,NA,NA,NA,4310,2330,3610,NA,NA,NA
2016,198,321,140,515.4000000000002,4,209.96608900165245,18,0.08133086876155268,72,1990,249,143,130.60000000000002,517,106,NA,NA,NA,NA,NA,NA,4310,2330,3610,NA,NA,NA
2017,179,335,59.8,125.20000000000002,4,477.95170896652985,16,0.07327586206896551,69,4270,266,113,539,1440,153,NA,220,247.5,NA,46,11,4310,2330,3610,NA,5,4
2018,212,322,40.05,165.60000000000002,3,412.9836566194353,47,0.07946026654379187,125,1020,197,49,55.5,240,148,188,188,188,1,2,2,4310,2330,3610,1,1,1
2019,186,353,31.4,80.75,4,49.18813588988972,54,0.064,93,3280,260,92,230.4,1150,168,NA,224,NA,NA,21,NA,4310,2330,3610,NA,3,NA
2020,212,315,10.7,53.36,2,50.69931409569224,68,0.06430868167202572,72,1200,243,70,91.21000000000001,600.5,173,NA,NA,NA,NA,NA,NA,4310,2330,3610,NA,NA,NA
2021,228,292,63.900000000000006,200.60000000000014,NA,NA,NA,0.09460132890365452,70,1170,222,61,62.6,403,161,NA,NA,NA,NA,NA,NA,4310,2330,3610,NA,NA,NA
2022,212,334,67.05,304,NA,NA,NA,0.08814589665653491,99,1120,235,81,129,492,154,NA,NA,NA,NA,NA,NA,4310,2330,3610,NA,NA,NA
2023,187,359,87.5,335.40000000000003,NA,NA,NA,0.08976377952755905,80,3390,279,99,282.80000000000007,2330,180,232,248.5,253.5,3,52,12,4310,2330,3610,1,4,4
