Year,DS_Dur_WS,DS_Tim,DS_Mag_50,DS_Mag_90,FA_Dur,FA_Mag,FA_Tim,FA_Dif_num,SP_ROC,SP_ROC_Max,SP_Dur,SP_Mag,SP_Tim,Wet_BFL_Dur,Wet_BFL_Mag_10,Wet_BFL_Mag_50,Wet_Tim,Peak_Tim_10,Peak_Tim_2,Peak_Tim_5,Peak_Dur_10,Peak_Dur_2,Peak_Dur_5,Peak_10,Peak_2,Peak_5,Peak_Fre_10,Peak_Fre_2,Peak_Fre_5,Mean_Ann_Flow,WY_Cat
2014,266,228,0.63,4.538,NA,NA,NA,0,0.03763440860215057,0.0663507109004739,5,2.15,223,73,1.395,1.86,150,NA,NA,NA,NA,NA,NA,1162,289,776.8,NA,NA,NA,1.2951232876712326,dry year
2015,306,137,1.05,2.1380000000000003,4,525,73,524.37,0.27480916030534347,0.7673076923076922,5,104,132,3,3.6210000000000004,11.125,129,NA,73,NA,NA,1,NA,1162,289,776.8,NA,1,NA,7.033534246575344,dry year
2016,259,188,1.4849999999999999,13.539999999999997,NA,NA,NA,0,0.0641025641025641,0.6101364522417154,19,546,169,91,4.239999999999999,23.95,78,NA,83,138,NA,24,2,1162,289,776.8,NA,5,2,48.171147540983604,wet year
2017,257,205,1.53,11.720000000000004,3,113,71,111.375,0.03007518796992481,0.31982942430703626,49,922,156,74,11.100000000000001,890,82,116,138,100,13,76,51,1162,289,776.8,4,2,3,213.89484931506868,wet year
2018,237,204,0.82,3.7730000000000015,NA,NA,NA,0,0.1055900621118013,0.22083333333333335,5,24,199,102,2.6119999999999997,7.7,97,NA,173,NA,NA,1,NA,1162,289,776.8,NA,1,NA,7.907890410958905,mod year
2019,270,186,13.1,27.5,NA,NA,NA,0,0.07475172994365682,0.23529411764705882,28,234,158,82,3.77,64.9,76,NA,109,NA,NA,10,NA,1162,289,776.8,NA,5,NA,44.911095890410955,wet year
2020,286,196,8.31,10.740000000000004,2,93.5,69,80.4,0.21956406925789,0.5087719298245614,8,317,188,97,13.9,15.350000000000001,91,NA,188,NA,NA,1,NA,1162,289,776.8,NA,1,NA,13.875765027322405,mod year
2021,263,175,7.9,12.4,NA,NA,NA,0,0.09629629629629635,0.20491803278688525,5,27,170,53,12.76,13.9,117,NA,NA,NA,NA,NA,NA,1162,289,776.8,NA,NA,NA,10.244000000000002,mod year
2022,353,98,7.56,16.8,2,240,25,232.09,0.1839555283557732,0.6424148606811145,10,646,88,15,10.93,37.650000000000006,73,NA,84,NA,NA,5,NA,1162,289,776.8,NA,1,NA,19.617890410958907,wet year
2023,NA,197,14.3,31.64,3,467,72,459.43,0.1517776746173855,0.2913793103448276,16,580,181,95,33.1,246.5,86,92,80,92,14,45,23,1162,289,776.8,5,10,5,164.7707713498624,wet year
2024,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1162,289,776.8,NA,NA,NA,33.48546874999999,wet year
