Year,DS_Dur_WS,DS_Tim,DS_Mag_50,DS_Mag_90,FA_Dur,FA_Mag,FA_Tim,SP_ROC,SP_Dur,SP_Mag,SP_Tim,Wet_BFL_Dur,Wet_BFL_Mag_10,Wet_BFL_Mag_50,Wet_Tim,Peak_Tim_10,Peak_Tim_2,Peak_Tim_5,Peak_Dur_10,Peak_Dur_2,Peak_Dur_5,Peak_10,Peak_2,Peak_5,Peak_Fre_10,Peak_Fre_2,Peak_Fre_5
1975,NA,255,NA,NA,3,42.006372052999616,28,0.030303030303030304,78,547,177,62,29.700000000000003,348.5,115,NA,124,NA,NA,1,NA,3139.9999999999995,1280,2764,NA,1,NA
1976,93,336,7.9,9.76,6,90.96559116613612,9,0.052631578947368404,139,60,197,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3139.9999999999995,1280,2764,NA,NA,NA
1977,166,272,6.5,8,NA,NA,NA,0.04044117647058819,15,7.6,257,194,7.760000000000001,11,63,NA,NA,NA,NA,NA,NA,3139.9999999999995,1280,2764,NA,NA,NA
1978,182,278,31,48,2,68.99266870269274,52,0.026845637583892617,68,379,210,138,120.7,353,72,NA,119.5,107,NA,18,1,3139.9999999999995,1280,2764,NA,6,1
1979,99,344,22,38,3,497.7286962979531,51,0.03278688524590164,161,744,183,89,86.8,160,94,NA,NA,NA,NA,NA,NA,3139.9999999999995,1280,2764,NA,NA,NA
1980,192,281,23,39.900000000000006,7,120.94914030336037,24,0.020101010101010102,89,296,192,115,137.2,287,77,NA,120.5,105,NA,13,1,3139.9999999999995,1280,2764,NA,2,1
1981,186,257,19,76,8,136.99885409868932,64,0.03741258741258741,81,734,176,69,21.400000000000002,83,107,NA,NA,NA,NA,NA,NA,3139.9999999999995,1280,2764,NA,NA,NA
1982,151,259,32,57,6,123.97732215006135,27,0.030120481927710843,62,1820,197,120,110.9,242,77,NA,144,192,NA,4,1,3139.9999999999995,1280,2764,NA,2,1
1983,141,262,40,68,2,71.0233411698042,25,0.04390661811951167,47,946,215,171,74,463,44,NA,133.5,NA,NA,18,NA,3139.9999999999995,1280,2764,NA,6,NA
1984,117,273,15,19.400000000000006,NA,NA,NA,0.027777777777777776,104,111,169,132,67.1,113.5,37,NA,85,NA,NA,1,NA,3139.9999999999995,1280,2764,NA,1,NA
1985,203,281,14,75,3,43.99401528188202,16,0.037037037037037035,99,211,182,158,26.700000000000003,51.5,24,NA,NA,NA,NA,NA,NA,3139.9999999999995,1280,2764,NA,NA,NA
1986,253,228,22,46,7,33.99635746478813,20,0.035299485647917704,58,1330,170,52,119,528,118,NA,150.5,NA,NA,9,NA,3139.9999999999995,1280,2764,NA,2,NA
1987,178,224,12,18,NA,NA,NA,0.045454545454545456,63,194,161,46,32,48,115,NA,135,NA,NA,1,NA,3139.9999999999995,1280,2764,NA,1,NA
1988,155,284,8.5,12,NA,NA,NA,0.06666666666666667,75,48,209,173,14,26,36,NA,NA,NA,NA,NA,NA,3139.9999999999995,1280,2764,NA,NA,NA
1989,220,236,8.95,15,2,17.997371698419478,44,0.05195681511470985,56,182,180,107,19.6,35,73,NA,NA,NA,NA,NA,NA,3139.9999999999995,1280,2764,NA,NA,NA
1990,196,314,6.3,10,4,29.94948806724104,20,0.0625,171,295,143,53,12,22,90,NA,NA,NA,NA,NA,NA,3139.9999999999995,1280,2764,NA,NA,NA
1991,202,248,8.9,14.900000000000006,1,22.996212396140336,75,0.047619047619047616,69,934,179,35,7.6,135,144,NA,NA,NA,NA,NA,NA,3139.9999999999995,1280,2764,NA,NA,NA
1992,216,235,13,36.5,7,51.97761112686787,25,0.039230769230769236,56,171,179,95,18,113,84,NA,137,NA,NA,1,NA,3139.9999999999995,1280,2764,NA,1,NA
1993,255,219,22,57,6,55.99483389356955,29,0.03337041156840934,70,788,149,64,163.90000000000003,348,85,NA,106.5,NA,NA,2,NA,3139.9999999999995,1280,2764,NA,2,NA
1994,153,302,8.2,23.600000000000023,7,79.97569356038878,71,0.04880952380952381,91,50,211,103,20.200000000000003,34,108,NA,NA,NA,NA,NA,NA,3139.9999999999995,1280,2764,NA,NA,NA
1995,174,295,22.5,39.70000000000002,3,24.91573619990736,4,0.022474747474747474,79,257,216,127,126,257,89,160,115,160,1,5,1,3139.9999999999995,1280,2764,1,3,1
1996,125,304,19,46.00000000000004,3,323.9080591965542,72,0.03333333333333333,157,1220,147,44,99.7,223,103,NA,134,NA,NA,3,NA,3139.9999999999995,1280,2764,NA,2,NA
1997,277,179,20,70,2,62.996025606360384,28,0.03125,58,1850,121,58,127.00000000000001,475.5,63,92,90,92,1,12,2,3139.9999999999995,1280,2764,1,3,1
1998,161,309,29,43,4,218.94752886569972,56,0.023349485160508783,89,263,220,130,189.7,321,90,125,128,125,1,10,1,3139.9999999999995,1280,2764,1,3,1
1999,218,252,20,29,4,257.94937571637513,60,0.03582887700534759,54,275,198,94,87,145,104,NA,NA,NA,NA,NA,NA,3139.9999999999995,1280,2764,NA,NA,NA
2000,269,193,26,79.40000000000003,4,53.99505202276201,49,0.04060913705583756,30,549,163,59,47.000000000000014,452,104,NA,125,136,NA,5,1,3139.9999999999995,1280,2764,NA,2,1
2001,164,252,16,25,7,45.984439476019894,9,0.03333333333333333,46,112,206,110,57.9,110.5,96,NA,NA,NA,NA,NA,NA,3139.9999999999995,1280,2764,NA,NA,NA
2002,130,268,12.8,17,8,33.9890605665185,29,0.024355300859598895,89,121,179,129,61.72,81,50,NA,NA,NA,NA,NA,NA,3139.9999999999995,1280,2764,NA,NA,NA
2003,135,288,17,23.200000000000003,NA,NA,NA,0.021026746242263538,69,132,219,187,25.900000000000002,91.5,32,NA,NA,NA,NA,NA,NA,3139.9999999999995,1280,2764,NA,NA,NA
2004,213,216,18.6,33.980000000000004,NA,NA,NA,0.03066363188676653,63,613,153,96,30.5,70.5,57,NA,NA,NA,NA,NA,NA,3139.9999999999995,1280,2764,NA,NA,NA
2005,176,264,21.65,37,7,213.96471444280047,18,0.02949823745593641,86,753,178,115,48.980000000000004,256,63,NA,135.5,NA,NA,5,NA,3139.9999999999995,1280,2764,NA,4,NA
2006,144,276,22.1,38.59000000000001,2,99.08315061421261,62,0.03816793893129771,86,1860,190,116,64.35,171,74,NA,93,NA,NA,6,NA,3139.9999999999995,1280,2764,NA,3,NA
2007,217,235,9.03,13.840000000000002,NA,NA,NA,0.018072289156626547,16,23.1,219,165,20.7,27.4,54,NA,NA,NA,NA,NA,NA,3139.9999999999995,1280,2764,NA,NA,NA
2008,245,231,14.8,24.619999999999997,2,17.599718963726563,12,0.026041666666666668,79,363,152,66,14.25,124.5,86,NA,NA,NA,NA,NA,NA,3139.9999999999995,1280,2764,NA,NA,NA
2009,187,185,25.2,68.34,4,75.87640878190197,32,0.0546875,27,1390,158,48,23.39,72.4,110,NA,154,NA,NA,1,NA,3139.9999999999995,1280,2764,NA,1,NA
2010,162,278,28.15,43.08000000000001,NA,NA,NA,0.02183406113537118,79,374,199,193,34.54,173,6,NA,12,NA,NA,1,NA,3139.9999999999995,1280,2764,NA,1,NA
2011,173,298,26.4,36.8,6,73.08941035550639,51,0.027777777777777776,119,2150,179,105,58.879999999999995,183,74,NA,174,NA,NA,4,NA,3139.9999999999995,1280,2764,NA,1,NA
2012,122,287,13.1,17.6,2,96.37677810779844,4,0.024017467248908176,87,186,200,95,30.74,47.8,105,NA,NA,NA,NA,NA,NA,3139.9999999999995,1280,2764,NA,NA,NA
2013,338,149,13.3,40.03,NA,NA,NA,0.03508771929824558,60,623,89,46,14.399999999999999,66.25,43,NA,62,NA,NA,1,NA,3139.9999999999995,1280,2764,NA,1,NA
2014,165,253,7.51,10.26,NA,NA,NA,0.03591231463571891,65,68.3,188,67,11.6,25.9,121,NA,NA,NA,NA,NA,NA,3139.9999999999995,1280,2764,NA,NA,NA
2015,149,295,7.51,11.6,2,18.803678542538727,31,0.02553237722729249,160,527,135,83,20.740000000000006,46.6,52,NA,NA,NA,NA,NA,NA,3139.9999999999995,1280,2764,NA,NA,NA
2016,215,234,20.2,47.97999999999997,5,30.694311475923186,73,0.028254335829720187,65,994,169,91,24.1,68.3,78,NA,NA,NA,NA,NA,NA,3139.9999999999995,1280,2764,NA,NA,NA
2017,244,268,28.3,49.27,8,150.98631144705806,15,0.024316334072431632,70,349,198,115,150.60000000000002,472,83,NA,126.5,142,NA,16,2,3139.9999999999995,1280,2764,NA,6,1
2018,207,252,17.3,39.32,2,61.69254234379668,39,0.02752523486490894,75,819,177,31,24.5,160,146,NA,172,NA,NA,1,NA,3139.9999999999995,1280,2764,NA,1,NA
2019,111,304,19.3,26.7,2,49.89980758215378,52,0.029939885161225588,142,807,162,69,152.2,486,93,NA,126,NA,NA,3,NA,3139.9999999999995,1280,2764,NA,3,NA
2020,185,285,17.4,23.619999999999994,NA,NA,NA,0.027955385052571783,92,502,193,144,42.33,79.35,49,NA,NA,NA,NA,NA,NA,3139.9999999999995,1280,2764,NA,NA,NA
2021,177,256,9.1,16.220000000000002,NA,NA,NA,0.028558191252779856,133,1090,123,19,18.1,21.9,104,NA,NA,NA,NA,NA,NA,3139.9999999999995,1280,2764,NA,NA,NA
2022,142,282,10.4,15.09,9,272.90187264893945,24,0.025902992776057794,192,825,90,23,14.52,215,67,NA,NA,NA,NA,NA,NA,3139.9999999999995,1280,2764,NA,NA,NA
2023,182,242,25,60.080000000000005,3,60.09041264905092,38,0.035493299849735496,73,1470,169,111,61.6,300,58,100,134.5,100,1,12,1,3139.9999999999995,1280,2764,1,4,1
