Year,DS_Dur_WS,DS_Tim,DS_Mag_50,DS_Mag_90,FA_Dur,FA_Mag,FA_Tim,FA_Dif_num,SP_ROC,SP_ROC_Max,SP_Dur,SP_Mag,SP_Tim,Wet_BFL_Dur,Wet_BFL_Mag_10,Wet_BFL_Mag_50,Wet_Tim,Peak_Tim_10,Peak_Tim_2,Peak_Tim_5,Peak_Dur_10,Peak_Dur_2,Peak_Dur_5,Peak_10,Peak_2,Peak_5,Peak_Fre_10,Peak_Fre_2,Peak_Fre_5,Mean_Ann_Flow,WY_Cat
1960,NA,211,NA,NA,NA,NA,NA,NA,0.75,1,2,0.2,209,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2320,161,909,NA,NA,NA,8.196721311475419e-4,dry year
1961,NA,166,NA,NA,NA,NA,NA,NA,NA,NA,0,0.3,166,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2320,161,909,NA,NA,NA,0.0027397260273972685,dry year
1962,NA,219,0,0,NA,NA,NA,0,NA,NA,0,1.6,219,108,0,0,111,NA,135,135,NA,2,1,2320,161,909,NA,1,1,6.537808219178105,mod year
1963,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2320,161,909,NA,NA,NA,0,dry year
1964,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2320,161,909,NA,NA,NA,0,dry year
1965,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2320,161,909,NA,NA,NA,0,dry year
1966,224,216,0,0,2,2320,54,2320,NA,NA,0,4.7,216,127,0,0,89,54,73,54,1,16,2,2320,161,909,1,4,1,26.1060273972604,wet year
1967,324,248,0,0,1,47,67,47,NA,NA,0,76,248,173,0,0,75,NA,147.5,NA,NA,2,NA,2320,161,909,NA,2,NA,8.54246575342467,mod year
1968,222,255,0,0,NA,NA,NA,0,NA,NA,0,0.1,255,48,0,0,207,NA,NA,NA,NA,NA,NA,2320,161,909,NA,NA,NA,0.05464480874316951,dry year
1969,227,219,0,13.700000000000102,NA,NA,NA,0,0.12121212121212122,0.5284974093264249,46,214,173,61,8.67,207,112,132.5,122,117,6,39,13,2320,161,909,2,10,3,157.7613424657531,wet year
1970,262,186,0,0,2,40,38,40,0.19047619047619047,1,5,49,181,100,0,0,81,NA,NA,NA,NA,NA,NA,2320,161,909,NA,NA,NA,3.3182739726027384,mod year
1971,571,251,0,0,NA,NA,NA,0,NA,NA,0,5.4,251,168,0,0,83,NA,NA,NA,NA,NA,NA,2320,161,909,NA,NA,NA,0.059369863013698544,dry year
1972,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2320,161,909,NA,NA,NA,0,dry year
1973,120,340,0,0.4,NA,NA,NA,0,NA,NA,0,1.9,340,248,0,0,92,NA,135,NA,NA,2,NA,2320,161,909,NA,1,NA,4.539972602739739,mod year
1974,267,186,0,0,NA,NA,NA,0,NA,NA,0,0.13,186,91,0,0,95,NA,NA,NA,NA,NA,NA,2320,161,909,NA,NA,NA,0.03832876712328779,dry year
1975,286,207,0,0,NA,NA,NA,0,NA,NA,0,0.14,207,119,0,0,88,NA,NA,NA,NA,NA,NA,2320,161,909,NA,NA,NA,0.056904109589041026,dry year
1976,107,348,0,0,NA,NA,NA,0,1,1,7,0.07,341,213,0,0,128,NA,NA,NA,NA,NA,NA,2320,161,909,NA,NA,NA,0.03183060109289619,dry year
1977,109,344,0,0,NA,NA,NA,0,0.5151515151515151,1,2,3.3,342,252,0,0,90,NA,NA,NA,NA,NA,NA,2320,161,909,NA,NA,NA,0.09830136986301374,dry year
1978,159,227,23,67.39999999999998,NA,NA,NA,0,0.13157894736842105,0.7901785714285714,29,559,198,110,0,164,88,133,112,142,4,72,11,2320,161,909,3,9,2,153.61682191780815,wet year
1979,206,261,14,25,1,39,4,15,0.4756495669553631,0.8442622950819673,9,135,252,231,0,5.3,21,NA,207,NA,NA,6,NA,2320,161,909,NA,2,NA,24.840712328767115,wet year
1980,276,188,1.9,4,NA,NA,NA,0,0.2900599658472658,0.9623076923076923,18,338,170,68,33.400000000000006,173,102,140,103,147,4,40,15,2320,161,909,1,5,2,118.59581967213126,wet year
1981,208,249,0.4,5.3,NA,NA,NA,0,0.08465608465608465,0.16,8,31,241,142,0.14,4.2,99,NA,121,NA,NA,2,NA,2320,161,909,NA,1,NA,8.254520547945214,mod year
1982,153,260,0,0.04200000000000102,NA,NA,NA,0,0.25,0.5384615384615384,5,22,255,163,0,5.3,92,NA,112,NA,NA,6,NA,2320,161,909,NA,3,NA,13.47065753424657,wet year
1983,127,253,0,45,3,38,42,38,0.13276022637724766,0.9351851851851852,39,655,214,166,0,105,48,152,72,152,4,99,8,2320,161,909,1,14,1,188.3438356164387,wet year
1984,346,95,0.52,2.0400000000000036,1,204,2,204,0.951543062200957,1,5,152,90,75,5.3,73,15,NA,3.5,NA,NA,17,NA,2320,161,909,NA,6,NA,22.408415300546356,wet year
1985,227,191,0,0.15,NA,NA,NA,0,0.5,0.8202247191011236,5,2.6,186,110,0,1.1,76,NA,81,NA,NA,1,NA,2320,161,909,NA,1,NA,2.3821643835616437,mod year
1986,456,194,0,0,1,20,42,20,0.18681318681318673,0.24590163934426232,5,9.1,189,136,0,0,53,NA,NA,NA,NA,NA,NA,2320,161,909,NA,NA,NA,2.946520547945203,mod year
1987,97,297,0,0.5,NA,NA,NA,0,0.19094202898550727,0.7368421052631579,7,6.9,290,5,1.4,4.65,285,NA,NA,NA,NA,NA,NA,2320,161,909,NA,NA,NA,0.3569589041095887,mod year
1988,127,325,0,0,2,267,23,267,0.47949308755760367,0.5333333333333333,5,3.8,320,291,0,0,29,NA,23,NA,NA,1,NA,2320,161,909,NA,1,NA,2.1957377049180336,mod year
1989,141,328,0,0.5,NA,NA,NA,0,0.5628342245989304,0.7727272727272727,2,3.4,326,239,0,0,87,NA,NA,NA,NA,NA,NA,2320,161,909,NA,NA,NA,0.44109589041095854,mod year
1990,249,265,0,0,NA,NA,NA,0,NA,NA,0,0.38,265,161,0,0,104,NA,NA,NA,NA,NA,NA,2320,161,909,NA,NA,NA,0.03298630136986312,dry year
1991,191,270,0,4.6,NA,NA,NA,0,NA,NA,0,13,270,121,0,0,149,NA,165,NA,NA,2,NA,2320,161,909,NA,2,NA,3.6494520547945264,mod year
1992,206,225,8.3,21.600000000000023,NA,NA,NA,0,0.5069214876033058,0.675,2,121,223,127,0,44,96,134,144,154.5,3,29,6,2320,161,909,1,4,2,65.82825136612016,wet year
1993,254,198,21,158.2,1,82,30,74,0.15151515151515152,0.9915929203539823,52,2870,146,80,0,96,66,110,101.5,103,5,101,28,2320,161,909,3,8,4,223.96071232876665,wet year
1994,257,203,3.4,24.30000000000001,NA,NA,NA,0,0.38100289296046286,0.7653846153846153,4,85,199,112,0,6.9,87,NA,NA,NA,NA,NA,NA,2320,161,909,NA,NA,NA,14.330575342465751,wet year
1995,297,210,0.62,65,NA,NA,NA,0,0.08333333333333333,0.3464566929133858,36,457,174,79,12.380000000000003,71,95,NA,109,132.5,NA,30,5,2320,161,909,NA,6,2,66.6399726027399,wet year
1996,212,234,8,18,NA,NA,NA,0,0.0523230568823274,0.33783783783783783,5,74,229,87,0,0,142,NA,154.5,NA,NA,4,NA,2320,161,909,NA,2,NA,15.756530054644802,wet year
1997,193,179,0,10,3,67,72,59,0.09375,0.16,11,32,168,87,0,0,81,NA,115,NA,NA,1,NA,2320,161,909,NA,1,NA,10.419205479452035,mod year
1998,162,260,0,52.80000000000001,1,23,3,23,0.08108108108108109,1,22,358,238,231,0,0.20500000000000002,7,147,67,146,1,63,6,2320,161,909,1,7,3,109.04709589041089,wet year
1999,239,260,0,12,2,67,34,67,NA,NA,0,22,260,203,0,0,57,NA,NA,NA,NA,NA,NA,2320,161,909,NA,NA,NA,7.368082191780829,mod year
2000,234,233,0,0.4879999999999998,NA,NA,NA,0,0.2461538461538461,0.3157894736842105,3,19,230,96,0,0.01,134,NA,NA,NA,NA,NA,NA,2320,161,909,NA,NA,NA,3.6333606557377056,mod year
2001,614,250,0,0.915,NA,NA,NA,0,0.1237113402061855,0.20779220779220786,5,9.7,245,143,0,0,102,NA,136,NA,NA,2,NA,2320,161,909,NA,1,NA,2.276219178082193,mod year
2002,NA,271,NA,NA,NA,NA,NA,NA,NA,NA,0,0.04,271,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2320,161,909,NA,NA,NA,0.002821917808219185,dry year
2003,202,311,0,0,NA,NA,NA,0,NA,NA,0,0.13,311,177,0,0,134,NA,NA,NA,NA,NA,NA,2320,161,909,NA,NA,NA,2.313369863013703,mod year
2004,96,294,0,0,NA,NA,NA,0,NA,NA,0,0.42,294,146,0,0,148,NA,NA,NA,NA,NA,NA,2320,161,909,NA,NA,NA,0.26628415300546415,dry year
2005,271,187,0,83.33000000000001,2,75.1,20,75.1,0.07865168539325842,0.7242424242424242,21,359,166,141,0,0.3,25,122.5,90,91,6,67,17,2320,161,909,2,3,3,200.14547945205513,wet year
2006,293,216,0,2.6379999999999986,NA,NA,NA,0,0.04823989569752285,0.3561643835616438,3,79.6,213,120,0,30.1,93,NA,187,NA,NA,3,NA,2320,161,909,NA,1,NA,13.802301369863017,wet year
2007,133,328,0,0.6650000000000005,NA,NA,NA,0,0.1661945900014162,0.7102040816326531,5,3.91,323,179,0,0,144,NA,NA,NA,NA,NA,NA,2320,161,909,NA,NA,NA,0.5886301369863014,mod year
2008,263,176,3.4,4.62,NA,NA,NA,0,0.021321961620469083,0.052631578947368515,5,46.9,171,75,0,0,96,NA,118,NA,NA,5,NA,2320,161,909,NA,2,NA,10.754590163934452,mod year
2009,306,167,3.79,9.71,3,30.3,58,26.900000000000002,0.12295081967213116,0.2463768115942029,20,144,147,73,6.0489999999999995,8.02,74,NA,141,NA,NA,1,NA,2320,161,909,NA,1,NA,11.480821917808228,wet year
2010,216,227,1.88,34.5,3,184,74,180.195,0.05411255411255411,0.43529411764705883,17,115,210,102,0.28200000000000003,42.5,108,NA,74,NA,NA,17,NA,2320,161,909,NA,9,NA,31.373589041095904,wet year
2011,203,274,0,28.190000000000012,NA,NA,NA,0,0.03268147352379045,0.5846905537459284,69,177,205,127,12.57,92.9,78,NA,83,180,NA,31,4,2320,161,909,NA,5,2,81.21443835616437,wet year
2012,137,326,0.16999999999999998,10.33,NA,NA,NA,0,NA,NA,0,0.01,326,214,0,0,112,NA,NA,NA,NA,NA,NA,2320,161,909,NA,NA,NA,0.030382513661202162,dry year
2013,209,235,0,3.4,7,31.8,44,31.52,0.09741729986952181,0.24468085106382978,31,21.3,204,106,0.21,2.71,98,NA,NA,NA,NA,NA,NA,2320,161,909,NA,NA,NA,4.3126575342465765,mod year
2014,155,331,0,0,NA,NA,NA,0,NA,NA,0,0.01,331,252,0,0,79,NA,152,NA,NA,1,NA,2320,161,909,NA,1,NA,0.7896712328767113,mod year
2015,152,309,0,0,NA,NA,NA,0,NA,NA,0,0.05,309,188,0,0,121,NA,NA,NA,NA,NA,NA,2320,161,909,NA,NA,NA,0.05161643835616437,dry year
2016,181,260,0,0,NA,NA,NA,0,NA,NA,0,0.04,260,164,0,0,96,NA,NA,NA,NA,NA,NA,2320,161,909,NA,NA,NA,0.47338797814207767,mod year
2017,298,160,0,0,NA,NA,NA,0,NA,NA,0,0.94,160,84,0,0,76,NA,141,NA,NA,1,NA,2320,161,909,NA,1,NA,1.6872876712328804,mod year
2018,202,267,0,0.09,NA,NA,NA,0,0.4050802139037434,1,5,0.42,262,169,0,0,93,NA,NA,NA,NA,NA,NA,2320,161,909,NA,NA,NA,0.9212328767123288,mod year
2019,159,283,0,0.07,1,56.8,67,56.8,0.1641221374045802,0.4200913242009132,5,2.62,278,174,0,0,104,NA,140,NA,NA,3,NA,2320,161,909,NA,1,NA,5.0712328767123305,mod year
2020,NA,344,0,0.098,NA,NA,NA,0,NA,NA,0,0.16,344,267,0,0,77,NA,NA,NA,NA,NA,NA,2320,161,909,NA,NA,NA,0.07666666666666665,dry year
2021,NA,244,NA,NA,NA,NA,NA,NA,NA,NA,0,0.02,244,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2320,161,909,NA,NA,NA,0.00147945205479453,dry year
2022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2320,161,909,NA,NA,NA,0,dry year
2023,NA,225,0.63,1.49,2,13.5,40,13.5,0.10484278495227399,0.3050847457627119,29,325,196,126,0,1.48,70,NA,152,152,NA,41,4,2320,161,909,NA,3,3,58.54073972602735,wet year
2024,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2320,161,909,NA,NA,NA,5.44171875,mod year
