Year,DS_Dur_WS,DS_Tim,DS_Mag_50,DS_Mag_90,FA_Dur,FA_Mag,FA_Tim,FA_Dif_num,SP_ROC,SP_ROC_Max,SP_Dur,SP_Mag,SP_Tim,Wet_BFL_Dur,Wet_BFL_Mag_10,Wet_BFL_Mag_50,Wet_Tim,Peak_Tim_10,Peak_Tim_2,Peak_Tim_5,Peak_Dur_10,Peak_Dur_2,Peak_Dur_5,Peak_10,Peak_2,Peak_5,Peak_Fre_10,Peak_Fre_2,Peak_Fre_5,Mean_Ann_Flow,WY_Cat
1931,205,241,2.1,12,NA,NA,NA,0,0.08823529411764706,0.1702127659574468,32,94,209,125,11,31,84,NA,NA,NA,NA,NA,NA,2414,394,1516,NA,NA,NA,18.283013698630125,dry year
1932,155,287,18.5,25,NA,NA,NA,0,0.04930966469428008,0.15806451612903225,56,536,231,150,26,170,81,NA,183,NA,NA,50,NA,2414,394,1516,NA,3,NA,136.59863387978163,wet year
1933,179,277,14.5,25,NA,NA,NA,0,0.06,0.1896551724137931,27,188,250,173,24,68,77,NA,NA,NA,NA,NA,NA,2414,394,1516,NA,NA,NA,56.31780821917814,mod year
1934,206,231,4.1,18,4,74,74,59,0.05555555555555555,0.20833333333333334,50,151,181,90,29,36,91,NA,NA,NA,NA,NA,NA,2414,394,1516,NA,NA,NA,27.340821917808245,dry year
1935,178,265,15,24.200000000000017,4,40,50,35.65,0.04095610847078557,0.11702127659574468,46,243,219,147,20,39,72,NA,204,NA,NA,5,NA,2414,394,1516,NA,1,NA,59.38520547945224,mod year
1936,159,281,25,43.099999999999994,NA,NA,NA,0,0.04546498277841561,0.18562874251497005,63,862,218,140,20,75,78,NA,195,NA,NA,39,NA,2414,394,1516,NA,1,NA,136.11612021857903,wet year
1937,190,305,29,56,3,78,19,53,0.05371900826446281,0.15463917525773196,79,1620,226,151,33,247.5,75,NA,133,129,NA,71,12,2414,394,1516,NA,4,3,264.7890410958908,wet year
1938,151,292,48,77.70000000000002,4,864,73,835,0.045395081109366825,0.11549295774647887,65,1540,227,97,79.4,395.5,130,NA,112,153,NA,81,9,2414,394,1516,NA,4,3,286.8958904109582,wet year
1939,203,254,24,33,NA,NA,NA,22,0.039473684210526314,0.1740041928721174,63,615,191,113,50,68.5,78,NA,179,NA,NA,18,NA,2414,394,1516,NA,2,NA,93.36164383561629,mod year
1940,174,269,13,30,NA,NA,NA,0,0.03896103896103896,0.09433962264150944,54,363,215,123,41.3,109,92,NA,197,NA,NA,17,NA,2414,394,1516,NA,2,NA,94.45928961748628,mod year
1941,92,332,40,77.6,NA,NA,NA,0,0.05042016806722689,0.22580645161290322,97,1800,235,157,54,231,78,222,145,216,4,84,24,2414,394,1516,2,5,1,325.7219178082198,wet year
1942,126,288,19,33.20000000000002,3,84,34,43.5,0.041801075268817205,0.08333333333333333,67,545,221,162,63,105,59,NA,188.5,NA,NA,39,NA,2414,394,1516,NA,2,NA,147.75274725274727,wet year
1947,196,261,18,33,3,50,44,30,0.04878048780487805,0.12962962962962962,52,319,209,160,65,90,49,NA,54,NA,NA,1,NA,2414,394,1516,NA,1,NA,86.30219178082197,mod year
1948,179,263,9.5,16,NA,NA,NA,0,0.04981397271599835,0.12903225806451613,36,88,227,135,29.5,40.5,92,NA,NA,NA,NA,NA,NA,2414,394,1516,NA,NA,NA,37.650819672131156,dry year
1949,223,250,7.9,24,NA,NA,NA,0,0.06,0.3103448275862069,20,145,230,153,12,37,77,NA,NA,NA,NA,NA,NA,2414,394,1516,NA,NA,NA,33.62054794520542,dry year
1950,168,260,12,36.400000000000034,3,31,42,23.1,0.045454545454545456,0.09615384615384616,57,332,203,95,35.5,80,108,NA,129,NA,NA,1,NA,2414,394,1516,NA,1,NA,56.857534246575376,mod year
1951,209,244,7.199999999999999,31,2,1380,50,1368,0.06421356421356421,0.10869565217391304,29,92,215,152,40.2,61,63,NA,50,NA,NA,2,NA,2414,394,1516,NA,1,NA,46.669863013698645,dry year
1952,124,339,44,63,2,134,66,126.5,0.04236840715907291,0.10144927536231885,106,1800,233,145,63,141,88,NA,90,213,NA,86,24,2414,394,1516,NA,3,1,322.2081967213119,wet year
1953,209,270,25,33,1,71,68,26,0.041666666666666664,0.12727272727272726,42,171,228,130,73,98,98,NA,NA,NA,NA,NA,NA,2414,394,1516,NA,NA,NA,76.05835616438358,mod year
1954,165,263,16.5,31,1,40,65,15,0.05853888317917095,0.10588235294117647,43,317,220,106,40,96,114,NA,196,NA,NA,16,NA,2414,394,1516,NA,1,NA,82.0452054794519,mod year
1955,181,266,9.9,28.700000000000017,1,41,47,24,0.053030303030303025,0.14285714285714285,45,113,221,158,29,44,63,NA,NA,NA,NA,NA,NA,2414,394,1516,NA,NA,NA,36.649863013698656,dry year
1956,184,275,23,34.599999999999994,3,43,63,33,0.04721030042918455,0.20134228187919462,57,417,218,136,88,122,82,NA,84,NA,NA,19,NA,2414,394,1516,NA,5,NA,123.57868852459029,wet year
1957,169,272,14.5,26,NA,NA,NA,0,0.05102040816326531,0.1791907514450867,40,346,232,138,24,78,94,NA,NA,NA,NA,NA,NA,2414,394,1516,NA,NA,NA,57.81260273972603,mod year
1958,128,319,28,36.2,NA,NA,NA,0,0.047619047619047616,0.19696969696969696,88,1440,231,155,27.5,88,76,NA,198,219,NA,57,5,2414,394,1516,NA,1,1,215.41643835616412,wet year
1959,200,250,5,12,NA,NA,NA,0,0.045454545454545456,0.2,65,135,185,103,29.3,46,82,NA,NA,NA,NA,NA,NA,2414,394,1516,NA,NA,NA,30.965205479452074,dry year
1960,272,246,7.9,19,NA,NA,NA,0,0.05263157894736842,0.19230769230769232,57,82,189,104,19,36,85,NA,NA,NA,NA,NA,NA,2414,394,1516,NA,NA,NA,22.847814207650288,dry year
1961,245,230,1.3,15,4,50,37,41.7,0.058823529411764705,0.33999999999999997,32,25,198,45,21,24.5,153,NA,NA,NA,NA,NA,NA,2414,394,1516,NA,NA,NA,11.53205479452056,dry year
1962,191,275,13,28,2,26,63,24.7,0.05167958656330749,0.12195121951219512,58,642,217,107,21,98,110,NA,161.5,NA,NA,38,NA,2414,394,1516,NA,2,NA,117.98794520547962,wet year
1963,244,291,37,50,NA,NA,NA,0,0.050746268656716415,0.1879432624113475,59,351,232,131,19,186.5,101,124,169,124,1,14,1,2414,394,1516,1,2,1,117.59397260273967,mod year
1964,183,265,2.9,23,3,160,19,122.5,0.05660377358490566,0.3,43,99,222,52,63,87,170,NA,NA,NA,NA,NA,NA,2414,394,1516,NA,NA,NA,38.75546448087433,dry year
1965,168,286,24,61,NA,NA,NA,0,0.054945054945054944,0.1130952380952381,53,375,233,150,50,67,83,NA,202,NA,NA,17,NA,2414,394,1516,NA,1,NA,99.41506849315068,mod year
1966,180,247,8.3,27,5,207,48,182.5,0.039301310043668124,0.11469534050179211,62,300,185,96,44,51,89,NA,NA,NA,NA,NA,NA,2414,394,1516,NA,NA,NA,53.61808219178084,mod year
1967,251,253,75,333.6,2,57,52,48.7,0.04895708781719144,0.12295081967213115,18,1930,235,173,140.6,236.5,62,66,66,148.5,2,94,13,2414,394,1516,1,9,2,363.96246575342457,wet year
1968,186,262,24,38.400000000000006,6,164,51,89,0.05314009661835749,0.16822429906542055,51,236,211,72,118,182,139,NA,NA,NA,NA,NA,NA,2414,394,1516,NA,NA,NA,87.11174863387971,mod year
1969,98,347,61,75,NA,NA,NA,0,0.049586776859504134,0.3188010899182561,114,2970,233,150,38,376,83,161,111,159,34,119,52,2414,394,1516,4,5,2,605.4115068493167,wet year
1970,203,270,30,56,NA,NA,NA,0,0.0367003367003367,0.14893617021276595,54,196,216,136,64.6,130,80,NA,NA,NA,NA,NA,NA,2414,394,1516,NA,NA,NA,96.21315068493143,mod year
1971,180,268,21,34,2,83,57,53,0.038461538461538464,0.08333333333333333,43,176,225,117,67.7,100.5,108,NA,178,NA,NA,1,NA,2414,394,1516,NA,1,NA,67.68164383561653,mod year
1972,164,264,9,28,3,46,44,24.5,0.05454545454545454,0.19047619047619047,64,80,200,117,29,43,83,NA,NA,NA,NA,NA,NA,2414,394,1516,NA,NA,NA,32.47568306010933,dry year
1973,169,298,27.5,44,4,40,48,30.4,0.059322033898305086,0.12,55,716,243,180,29,82,63,NA,206,227,NA,46,1,2414,394,1516,NA,1,1,164.6241095890411,wet year
1974,215,280,32,42,2,50,44,22,0.046153846153846156,0.08641975308641975,58,585,222,120,52,176,102,NA,184,NA,NA,38,NA,2414,394,1516,NA,3,NA,127.117808219178,wet year
1975,199,280,22,31,2,55,65,23,0.052,0.11538461538461539,55,560,225,95,48,91,130,NA,218.5,NA,NA,15,NA,2414,394,1516,NA,2,NA,82.17808219178073,mod year
1976,192,252,12,27,NA,NA,NA,0,0.0693664795509222,0.23076923076923078,29,84,223,109,27,41,114,NA,NA,NA,NA,NA,NA,2414,394,1516,NA,NA,NA,26.876612021857927,dry year
1977,177,264,0.55,13,NA,NA,NA,0,0.075,0.39999999999999997,36,91,228,149,18,33,79,NA,NA,NA,NA,NA,NA,2414,394,1516,NA,NA,NA,24.832301369863004,dry year
1978,137,330,53.5,71.3,NA,NA,NA,0,0.04294478527607362,0.18354430379746836,87,1450,243,167,55.7,543,76,224,119,155,5,121,23,2414,394,1516,1,4,3,421.4218082191779,wet year
1979,185,280,34,45,NA,NA,NA,0,0.03743752627399692,0.1,71,566,209,107,68.7,135.5,102,NA,208,NA,NA,26,NA,2414,394,1516,NA,2,NA,121.5671232876711,wet year
1980,181,324,52,64,2,58,21,23,0.040697674418604654,0.176056338028169,90,1290,234,134,115.2,463,100,141,104,106,1,122,10,2414,394,1516,1,5,3,354.20218579234955,wet year
1981,151,258,14,33.900000000000006,2,108,65,55.5,0.044444444444444446,0.1282051282051282,51,279,207,67,88.7,134.5,140,NA,NA,NA,NA,NA,NA,2414,394,1516,NA,NA,NA,67.9350684931507,mod year
1982,95,318,45.5,88.5,3,59,29,45,0.041666666666666664,0.1617161716171617,107,1130,211,167,40,67,44,NA,193,193,NA,52,1,2414,394,1516,NA,1,1,191.55068493150728,wet year
1983,79,355,93.5,181.3,3,115,27,69,0.04200076977355828,0.23355263157894737,120,4010,235,187,79,267.5,48,232,117,224.5,13,134,31,2414,394,1516,1,2,2,508.91232876712246,wet year
1984,142,277,53,85,2,253,43,156,0.039464901546334405,0.1326530612244898,74,315,203,134,138,170,69,NA,86,NA,NA,3,NA,2414,394,1516,NA,1,NA,148.98633879781417,wet year
1985,179,281,38,60,2,80,17,27,0.037037037037037035,0.10204081632653061,66,435,215,161,79,98,54,NA,185,NA,NA,34,NA,2414,394,1516,NA,1,NA,136.2684931506851,wet year
1986,186,313,49,56,2,68,56,30,0.04285714285714286,0.10989010989010989,101,1200,212,117,63,438.5,95,NA,138.5,NA,NA,104,NA,2414,394,1516,NA,4,NA,268.4986301369863,wet year
1987,168,261,13,31,NA,NA,NA,23,0.08333333333333333,0.15217391304347827,33,117,228,94,59,86,134,NA,NA,NA,NA,NA,NA,2414,394,1516,NA,NA,NA,49.94000000000001,mod year
1988,188,260,10,23,2,44,36,30.5,0.0373864430468204,0.125,57,99,203,139,27.9,39.5,64,NA,NA,NA,NA,NA,NA,2414,394,1516,NA,NA,NA,31.20491803278691,dry year
1989,209,248,17,25,3,32,56,21,0.04081632653061224,0.14705882352941177,57,358,191,108,23,40,83,NA,NA,NA,NA,NA,NA,2414,394,1516,NA,NA,NA,66.07561643835606,mod year
1990,236,251,7.3,17,NA,NA,NA,0,0.06153846153846154,0.14285714285714285,47,65,204,112,24,34,92,NA,NA,NA,NA,NA,NA,2414,394,1516,NA,NA,NA,22.773698630136977,dry year
1991,179,263,6.6,25.099999999999994,NA,NA,NA,0,0.04616477272727273,0.1270718232044199,41,209,222,100,18,83,122,NA,155,NA,NA,2,NA,2414,394,1516,NA,1,NA,55.79315068493144,mod year
1992,180,251,8,26,NA,NA,NA,0,0.05357142857142857,0.14285714285714285,31,209,220,143,22,69.5,77,NA,NA,NA,NA,NA,NA,2414,394,1516,NA,NA,NA,50.52677595628427,mod year
1993,NA,293,20,35.39999999999999,2,68,31,59.6,0.04485996981385208,0.16417910447761194,79,1150,214,148,26,115,66,NA,134,NA,NA,73,NA,2414,394,1516,NA,2,NA,197.43479452054777,wet year
1994,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2414,394,1516,NA,NA,NA,50.635227272727306,mod year
1995,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2414,394,1516,NA,NA,NA,43.31818181818183,dry year
1996,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2414,394,1516,NA,NA,NA,22,dry year
1997,187,281,32,51,3,282,53,246,0.0441042464005832,0.36065573770491804,71,477,210,141,120.60000000000001,281,69,95,72,95,1,49,2,2414,394,1516,1,7,1,187.79452054794544,wet year
1998,124,355,56,69,2,59,58,26,0.04477611940298507,0.18421052631578946,109,1220,246,143,75.6,460,103,NA,137,213.5,NA,118,16,2414,394,1516,NA,3,2,386.77808219178,wet year
1999,206,265,19,30,NA,NA,NA,23.5,0.05051608986035215,0.413986013986014,45,140,220,106,32.7,83,114,NA,NA,NA,NA,NA,NA,2414,394,1516,NA,NA,NA,57.81698630136984,mod year
2000,181,260,16,24.900000000000006,NA,NA,NA,0,0.046048911506926776,0.15625,49,166,211,105,40.5,69,106,NA,NA,NA,NA,NA,NA,2414,394,1516,NA,NA,NA,47.73715846994535,dry year
2001,203,250,16.1,40.400000000000034,NA,NA,NA,0,0.06201923076923077,0.12844036697247707,25,239,225,149,23,41.5,76,NA,184,NA,NA,1,NA,2414,394,1516,NA,1,NA,63.494520547945136,mod year
2002,202,257,6.94,66.28,4,84.5,56,68.3,0.029673590504451036,0.12132352941176473,62,94.9,195,107,37.54,55.349999999999994,88,NA,NA,NA,NA,NA,NA,2414,394,1516,NA,NA,NA,33.65167123287671,dry year
2003,221,228,19.45,110.20000000000005,3,3300,40,3292.99,0.03954802259887006,0.08490566037735849,10,231,218,124,69.74000000000001,95.8,94,40,39,39,1,3,2,2414,394,1516,1,1,1,98.78438356164379,mod year
2004,206,246,7.75,25.3,NA,NA,NA,0,0.03463353813786953,0.07671957671957669,57,205,189,105,28.4,34.75,84,NA,NA,NA,NA,NA,NA,2414,394,1516,NA,NA,NA,45.21224043715847,dry year
2005,99,327,37.8,46.56,6,51.6,20,43.59,0.05263157894736842,0.16478873239436623,98,1510,229,142,118.2,353,87,NA,123,NA,NA,87,NA,2414,394,1516,NA,6,NA,279.96117808219213,wet year
2006,136,310,30.2,38.260000000000005,2,62.3,19,24.199999999999996,0.050299350704106585,0.1793020457280385,95,1550,215,154,60.78,125,61,NA,140,215,NA,59,1,2414,394,1516,NA,2,1,201.5049315068491,wet year
2007,213,247,6.699999999999999,17.67,NA,NA,NA,9.699999999999996,0.042340286831812284,0.10344827586206896,40,61.8,207,126,35.96,49.8,81,NA,NA,NA,NA,NA,NA,2414,394,1516,NA,NA,NA,29.741150684931505,dry year
2008,154,267,13.8,28.04,3,37.2,68,30.450000000000003,0.05084745762711865,0.09597523219814241,54,323,213,118,30.7,116,95,NA,196,NA,NA,4,NA,2414,394,1516,NA,1,NA,80.14284153005468,mod year
2009,166,271,10.5,23.560000000000002,4,45.3,34,31.499999999999996,0.046875,0.10650224215246637,56,223,215,159,28.68,48.6,56,NA,NA,NA,NA,NA,NA,2414,394,1516,NA,NA,NA,57.263287671232895,mod year
2010,145,297,23.4,35.75,14,58.5,15,47.75,0.05357142857142857,0.10628742514970052,79,815,218,146,26.2,77.2,72,NA,200,NA,NA,39,NA,2414,394,1516,NA,1,NA,133.01558904109606,wet year
2011,150,326,41.4,58.2,6,59.4,67,35.7,0.04182509505703422,0.21465968586387435,106,1230,220,143,125,209,77,80,129.5,140.5,1,90,4,2414,394,1516,1,2,2,296.26410958904177,wet year
2012,222,258,9.44,26.6,5,89.6,6,48.14999999999999,0.0439882697947214,0.10852713178294576,48,137,210,99,49.87,81.95,111,NA,NA,NA,NA,NA,NA,2414,394,1516,NA,NA,NA,45.12185792349728,dry year
2013,238,247,4.17,18.6,5,40.4,64,30.2,0.03473562848562846,0.10169491525423738,56,41.5,191,76,30.759999999999998,38.5,115,NA,NA,NA,NA,NA,NA,2414,394,1516,NA,NA,NA,18.958301369863015,dry year
2014,236,247,2.67,14.84,NA,NA,NA,0,0.048721961398017724,0.15789473684210514,51,34.1,196,76,19.660000000000004,30.4,120,NA,NA,NA,NA,NA,NA,2414,394,1516,NA,NA,NA,14.573205479452055,dry year
2015,194,251,1.44,10.7,4,42.9,64,40.105,0.03508771929824565,0.10185185185185197,101,22.2,150,32,18.2,20.7,118,NA,NA,NA,NA,NA,NA,2414,394,1516,NA,NA,NA,8.716000000000001,dry year
2016,187,254,1.8450000000000002,9.813,NA,NA,NA,0,0.03653653653653652,0.08839779005524868,46,62.9,208,128,13.06,32.4,80,NA,NA,NA,NA,NA,NA,2414,394,1516,NA,NA,NA,22.601967213114758,dry year
2017,147,317,33.2,47.88000000000002,NA,NA,NA,0,0.04838709677419344,0.11538461538461539,100,1900,217,141,19.830000000000002,594.5,76,NA,98,131,NA,121,25,2414,394,1516,NA,4,3,420.41827397260283,wet year
2018,231,241,6.68,25.090000000000003,6,85.4,49,51.900000000000006,0.04166666666666676,0.23357664233576642,51,323,190,91,38.42999999999999,48.15,99,NA,174,NA,NA,1,NA,2414,394,1516,NA,1,NA,46.05926027397261,dry year
2019,198,318,39.6,64.82000000000001,9,45.9,61,39,0.04499443263488207,0.15625,89,1280,229,122,50.94,319,107,NA,145,179.5,NA,92,13,2414,394,1516,NA,4,2,303.25183561643837,wet year
2020,182,260,10.2,20.32000000000001,4,77.9,65,38.2,0.04787234042553184,0.10543130990415335,50,327,210,59,88.36,106,151,NA,NA,NA,NA,NA,NA,2414,394,1516,NA,NA,NA,65.74530054644812,mod year
2021,189,259,4.07,9.95,NA,NA,NA,0,0.03183023872679053,0.12348993288590603,72,43.9,187,110,17.4,29.2,77,NA,NA,NA,NA,NA,NA,2414,394,1516,NA,NA,NA,16.661506849315064,dry year
2022,221,230,4.59,13.59,NA,NA,NA,0,0.032605414632623106,0.054545454545454515,44,50.3,186,103,18.86,22.700000000000003,83,NA,NA,NA,NA,NA,NA,2414,394,1516,NA,NA,NA,14.95895890410959,dry year
2023,NA,364,63.650000000000006,63.690000000000005,3,26.7,73,22.009999999999998,0.04939246799711916,0.47074468085106386,130,3300,234,148,51.84,411,86,163.5,131,131.5,19,125,47,2414,394,1516,4,4,4,542.2131780821915,wet year
2024,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2414,394,1516,NA,NA,NA,69.07421875,mod year
